var1,var2,var3,score,d12,d13,d23
bjets_dPhi,blnu_pt,all_jets_HT,0.06125271244396512,0.005959818088806745,0.014631717721519248,0.16316660152156937
bjets_pt_bb,trijet_bijet_dEta,blnu_mT,0.060897705053055834,0.017581309393871297,0.1402687949299089,0.024843010835387303
jj_lnu_dPhi,blnu_pt,all_jets_HT,0.06061080313290133,0.011910713423304206,0.006755094453830402,0.16316660152156937
bjets_pt_bb,bjets_dR,blnu_pt,0.05902201221323816,0.12258617926090642,0.0015489576018617723,0.0529308997769463
blnu_pt,trijet_bijet_dEta,all_jets_HT,0.058963072893849035,0.0075185167834055855,0.16316660152156937,0.006204100376572152
bjets_dR,bb_lnu_dR,blnu_pt,0.05882967551382179,0.08824671495125401,0.0529308997769463,0.03531141181326505
bjets_dPhi,blnu_pt,blnu_mT,0.058777688290604674,0.005959818088806745,0.008882706186187733,0.16149054059681955
bjets_mean_pt,all_sT,all_jets_HT,0.058752147505396625,0.10089798723625665,0.053448615058999005,0.02190984022093423
jj_lnu_dPhi,bjets_dPhi,bb_lnu_dPhi,0.05847990092632487,0.08583140040649952,0.026864337778091163,0.06274396459438393
bb_lnu_dR,met_pt,blnu_mT,0.05827961760596606,0.025053343142253548,0.13022346202352764,0.019562047652117
bjet_bijet_dR,met_pt,all_jets_HT,0.058197770807816344,0.014358837907355662,0.1321110944499093,0.02812338006618406
blnu_pt,met_pt,all_sT,0.05792187003818731,0.028928152132514928,0.13044847120133374,0.014388986780713264
bjets_mbb,met_pt,blnu_mT,0.05689741632319093,0.03659818230716484,0.11453201901029098,0.019562047652117
jj_lnu_dPhi,bjets_pt_bb,blnu_mT,0.05668053840464379,0.017172462181984195,0.012600358102038281,0.1402687949299089
blnu_pt,bjets_dEta,all_sT,0.056596357245895436,0.023737119298271242,0.13044847120133374,0.015603481238081345
bjets_pt_bb,bjets_mbb,blnu_pt,0.05632169233935186,0.09201801151443437,0.0015489576018617723,0.07539810790175944
bjets_mbb,bjet_bijet_dR,met_pt,0.0562635775490322,0.1178337124325761,0.03659818230716484,0.014358837907355662
jj_lnu_dPhi,bjets_pt_bb,bjets_dR,0.055942674118682915,0.017172462181984195,0.028069380913158123,0.12258617926090642
bjets_mbb,bb_lnu_dR,blnu_pt,0.05519281378001208,0.05486892162501176,0.07539810790175944,0.03531141181326505
bjets_mean_pt,blnu_mT,all_sT,0.054681747941100756,0.01894536533022434,0.10089798723625665,0.04420189125682128
bb_lnu_dPhi,blnu_pt,all_sT,0.05426676961761099,0.020134127834207437,0.012217709817291799,0.13044847120133374
bjets_dR,blnu_pt,met_pt,0.053888418148562656,0.0529308997769463,0.07980620253622672,0.028928152132514928
bjets_mbb,met_pt,all_jets_HT,0.05315195486775915,0.03659818230716484,0.09473430222992857,0.02812338006618406
bjets_pt_bb,bb_lnu_dPhi,blnu_mT,0.05298188329806458,0.006704942798968475,0.1402687949299089,0.011971912165316383
bjets_pt_bb,bjets_dPhi,blnu_mT,0.05220759424470358,0.007471281618014121,0.1402687949299089,0.008882706186187733
bjet_bijet_dR,met_pt,all_sT,0.051557416247226574,0.014358837907355662,0.1259244240536108,0.014388986780713264
bjets_pt_bb,bjets_dEta,blnu_mT,0.0514596909677384,0.0009011538485790019,0.1402687949299089,0.01320912412472729
bjets_pt_bb,bjets_dR,bjets_dPhi,0.05065870903983206,0.12258617926090642,0.007471281618014121,0.02191866624057564
bjets_dPhi,blnu_pt,all_sT,0.049878775657283915,0.005959818088806745,0.013228037681711255,0.13044847120133374
bjets_pt_bb,bjets_dR,trijet_bijet_dEta,0.048983556975653986,0.12258617926090642,0.017581309393871297,0.006783182272184257
bjets_mean_pt,blnu_mT,all_jets_HT,0.04885456819004728,0.01894536533022434,0.053448615058999005,0.0741697241809185
bjets_mbb,bb_lnu_dPhi,bjet_bijet_dR,0.048451566179264716,0.0038540815920879365,0.1178337124325761,0.0236669045131301
blnu_pt,trijet_bijet_dEta,all_sT,0.04837469136849502,0.0075185167834055855,0.13044847120133374,0.007157086120745722
bjets_mbb,trijet_bijet_dEta,blnu_mT,0.04820349536220401,0.005235456240933763,0.11453201901029098,0.024843010835387303
bjets_mean_pt,met_pt,blnu_mT,0.0479762874855493,0.10542144947430657,0.01894536533022434,0.019562047652117
