,i,j,MI_S,MI_B,delta
2133,bjets_dEta,bjets_mbb,0.11299221450900955,0.13700697263083134,0.024014758121821786
620,bjet_bijet_dPhi,jj_l_dEta,0.024430711706155805,0.0004623949765617044,0.0239683167295941
19,bjet0_pt,blnu_lnu_mT,0.030169783699854336,0.006216427100182165,0.02395335659967217
1162,jj_lnu_dEta,trijet_mInv,0.03372661722068676,0.009826566036837504,0.023900051183849257
1066,trijet_bijet_dR,jj_lnu_dR,0.07122505577934472,0.04743275462526128,0.023792301154083442
1209,jj_lnu_dR,bjet_bijet_dEta,0.054342407473448824,0.03059291616496916,0.023749491308479663
675,ak4_jet2_pt,WW_mT,0.10523599912699994,0.1288928058589261,0.02365680673192616
1478,blnu_bl_mInv,blnu_pt,0.02693449536749575,0.003313812453611835,0.023620682913883913
2002,bb_lnu_dEta,bb_lnu_dPhi,0.023582275702844862,0.00030096901019388556,0.023281306692650976
252,ak4_jet2_bscore,bjets_mbb,0.02665363854131403,0.003425803564685557,0.023227834976628472
1170,jj_lnu_dEta,ak4_jet1_eta,0.06812166580781842,0.04494090762951594,0.02318075817830248
1094,trijet_bijet_dR,all_jets_HT,0.03464182600483566,0.057816219533201055,0.023174393528365395
529,min_b_lnu_dPhi,trijet_bijet_dPhi,0.08996433650081306,0.11313443427879961,0.02317009777798655
199,ak4_jet2_bscore,ak4_jet2_pt,0.043315955272657275,0.020146255724146224,0.02316969954851105
905,min_b_l_dR,bjets_mean_pt,0.019470868809753152,0.04259137363293525,0.023120504823182095
1668,bjet1_pt,bjets_dPhi,0.04478876744394133,0.021674938839069645,0.023113828604871683
2028,all_jets_HT,bjets_dPhi,0.029775415923797788,0.006693665895625731,0.023081750028172057
1318,jj_l_dR,bb_lnu_dPhi,0.033507143939154035,0.01047100750779045,0.023036136431363586
802,trijet_pt_rat,WW_mInv,0.04630055064763861,0.023290003814637663,0.02301054683300095
427,lep0_pt,bb_lnu_dPhi,0.026577325752489517,0.0035835847758360073,0.02299374097665351
768,trijet_pt_rat,min_b_l_dR,0.045392354312763644,0.0224383672464711,0.022953987066292543
243,ak4_jet2_bscore,bjets_dR,0.023586574219418784,0.000663062569693576,0.022923511649725208
813,trijet_pt_rat,bjets_dEta,0.023134890357230733,0.00026023180616959254,0.02287465855106114
322,min_b_l_dPhi,trijet_pt_rat,0.04155191672385093,0.018759596839993366,0.022792319883857565
2020,WW_mInv,bjet_bijet_dR,0.03471604528465237,0.012054969102927266,0.022661076181725106
912,min_b_l_dR,jj_lnu_dPhi,0.04464986522982313,0.021993210995910308,0.02265665423391282
1439,WW_mT,bjets_pt_bb,0.06510184002057438,0.042456287789948324,0.02264555223062606
1999,bb_lnu_dEta,all_sT,0.02444024975355743,0.0017948121653969216,0.022645437588160507
651,bjet_bijet_dPhi,trijet_bijet_dEta,0.03475276764217869,0.012148992585675127,0.022603775056503562
806,trijet_pt_rat,blnu_mT,0.040831605760851625,0.06339059240112921,0.022558986640277584
47,bjet0_pt,bb_lnu_dEta,0.02369994208741076,0.0011454170064299322,0.02255452508098083
1072,trijet_bijet_dR,blnu_bl_mInv,0.023298263380114995,0.0007557184236427796,0.022542544956472215
1970,trijet_bijet_dPhi,bb_lnu_dR,0.06477886096852942,0.04226089613305562,0.022517964835473796
2079,bjets_dPhi,bjets_dR,0.7247896576343681,0.7023181949548419,0.022471462679526155
1938,lep0_eta,WW_mInv,0.03520649848548005,0.01278770122876842,0.02241879725671163
1314,jj_l_dR,bjets_dR,0.035801962555730746,0.013393076572936521,0.022408885982794224
58,bjet0_pt,bb_lnu_dPhi,0.02750186274285068,0.005172555652468748,0.02232930709038193
1019,jj_l_dPhi,jj_lnu_dEta,0.02702672336403153,0.004750645038082042,0.022276078325949487
1060,jj_l_dPhi,bb_lnu_dR,0.03599312362602846,0.013744021256040042,0.022249102369988418
1099,trijet_bijet_dR,bjets_dR,0.024821548691799946,0.0026444782985991407,0.022177070393200805
722,all_mT,jj_lnu_dEta,0.03141918361340206,0.009352041132289674,0.022067142481112387
1869,met_phi,ak4_jet1_phi,0.033379346646390834,0.01139959087970123,0.021979755766689604
1620,bjet_bijet_dEta,ak4_jet1_eta,0.03715458463674055,0.01525396258260165,0.021900622054138896
1052,jj_l_dPhi,bjets_dPhi,0.03699515316151791,0.015111691586390995,0.021883461575126918
1246,trijet_pt,blnu_bl_mInv,0.02557942314941895,0.003872663878736436,0.021706759270682514
1108,trijet_bijet_dR,bjets_mbb,0.037241035693008503,0.01554038573560073,0.021700649957407774
303,ak4_jet1_bscore,bjets_dPhi,0.024445241998036826,0.0027631656454341243,0.021682076352602702
930,ak4_jet3_pt,WW_mT,0.06709318768943334,0.08873845492350477,0.021645267234071425
587,WW_pt,bb_lnu_dEta,0.040464829491863225,0.018916426628019692,0.021548402863843533
1247,trijet_pt,trijet_mInv,0.08423191947312068,0.06274836371759919,0.021483555755521494
565,WW_pt,jj_l_dEta,0.02168391538661363,0.0002538537418502809,0.02143006164476335
1965,trijet_bijet_dPhi,trijet_bijet_dEta,0.07023843326688073,0.048854743868935915,0.021383689397944813
333,min_b_l_dPhi,jj_l_dR,0.04982758172814961,0.028514364026854817,0.021313217701294795
51,bjet0_pt,met_pt,0.024901183861934902,0.003626408491121773,0.02127477537081313
147,all_mInv,jj_lnu_dEta,0.030660675173284614,0.009394374249098648,0.021266300924185966
1111,blnu_lnu_mT,jj_lnu_dR,0.04808901597060031,0.02684760055037365,0.02124141542022666
