,obs_name,mu,sigma1_min,sigma1_max,sigma2_min,sigma2_max,obs_type,n_variables
3747,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,158.0,112.4,224.1,83.63,305.2,llr_factorized,9
3748,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.0,109.1,230.4,79.29,319.2,llr_factorized,11
3749,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_llr,158.0,110.7,227.9,80.85,313.7,llr_factorized,9
3750,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_llr,158.0,111.0,226.6,82.38,312.8,llr_factorized,8
3751,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,109.7,229.5,80.05,319.0,llr_factorized,9
3752,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,111.8,225.7,82.52,308.6,llr_factorized,9
3753,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.8,227.6,81.29,313.8,llr_factorized,8
3754,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,111.6,227.0,82.22,311.4,llr_factorized,7
3755,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,109.7,229.5,80.05,317.0,llr_factorized,8
3756,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,158.2,109.3,230.2,78.51,319.4,llr_factorized,7
3757,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,158.2,110.8,227.6,81.91,313.8,llr_factorized,8
3758,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,108.5,230.8,78.2,321.8,llr_factorized,10
3759,jj_l_dR_x_WW_mInv_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,111.8,225.7,82.52,308.6,llr_factorized,7
3760,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,158.2,112.2,225.7,83.14,308.6,llr_factorized,9
3761,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.2,110.8,227.0,81.91,315.4,llr_factorized,6
3762,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.2,112.2,225.7,83.14,310.6,llr_factorized,7
3763,WW_mInv_x_jj_lnu_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.8,227.0,82.52,311.4,llr_factorized,6
3764,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.2,111.8,227.0,82.52,311.4,llr_factorized,9
3765,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,158.2,109.3,229.5,79.43,319.0,llr_factorized,6
3766,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.9,225.7,83.14,308.6,llr_factorized,9
3767,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,107.0,233.3,75.73,325.3,llr_factorized,11
3768,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.7,229.5,80.67,317.0,llr_factorized,12
3769,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_llr,158.2,110.3,229.5,80.05,317.0,llr_factorized,7
3770,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.2,111.9,225.7,83.14,310.6,llr_factorized,7
3771,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.3,228.3,80.05,314.2,llr_factorized,9
3772,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.8,227.0,81.91,313.4,llr_factorized,9
3773,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_llr,158.2,111.4,228.3,81.91,314.2,llr_factorized,7
3774,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,110.4,228.3,81.29,314.2,llr_factorized,13
3775,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.4,228.3,81.91,314.2,llr_factorized,11
3776,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,110.7,228.3,80.67,316.2,llr_factorized,9
3777,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.5,225.7,82.52,308.6,llr_factorized,10
3778,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,158.2,110.8,227.0,81.29,313.4,llr_factorized,10
3779,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,109.3,229.5,79.43,317.0,llr_factorized,11
3780,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,158.2,111.4,225.7,81.91,306.6,llr_factorized,8
3781,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.8,225.7,82.52,308.6,llr_factorized,10
3782,WW_mInv_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.8,227.0,82.52,311.4,llr_factorized,7
3783,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_WW_pt_x_bjets_mbb_llr,158.2,111.7,225.7,82.83,308.6,llr_factorized,7
3784,jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,158.2,110.4,228.3,81.29,316.2,llr_factorized,6
3785,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.2,110.8,227.0,81.91,311.4,llr_factorized,10
3786,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.8,225.7,82.52,310.6,llr_factorized,10
3787,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,158.2,111.1,227.0,81.29,309.4,llr_factorized,6
3788,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,158.2,108.8,230.8,77.58,317.9,llr_factorized,8
3789,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,111.1,227.0,81.29,313.4,llr_factorized,11
3790,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_llr,158.2,112.0,225.7,82.83,308.6,llr_factorized,9
3791,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,109.5,229.5,78.82,317.0,llr_factorized,10
3792,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_dPhi_llr,158.2,110.4,228.3,80.67,316.2,llr_factorized,9
3793,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_llr,158.2,111.8,225.7,82.52,310.6,llr_factorized,6
3794,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,108.9,230.8,78.82,319.8,llr_factorized,11
3795,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_bjets_dPhi_llr,158.2,110.8,227.6,81.91,313.8,llr_factorized,7
3796,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.2,111.8,227.0,82.52,311.4,llr_factorized,8
3797,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,109.2,230.8,78.2,319.8,llr_factorized,9
3798,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,108.9,230.8,78.82,319.8,llr_factorized,11
3799,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,112.2,225.7,83.14,306.6,llr_factorized,10
3800,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.9,228.3,80.98,314.2,llr_factorized,10
3801,WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.2,110.1,228.3,80.67,314.2,llr_factorized,6
3802,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.4,228.3,80.67,316.2,llr_factorized,9
3803,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.2,111.4,227.0,81.91,313.4,llr_factorized,9
3804,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.2,110.8,227.0,81.91,311.4,llr_factorized,10
3805,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.2,111.2,227.0,82.52,311.4,llr_factorized,7
3806,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.5,112.0,227.4,82.66,311.9,llr_factorized,8
3807,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.5,111.6,227.4,82.04,311.9,llr_factorized,12
3808,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.5,111.7,227.4,82.66,311.9,llr_factorized,9
3809,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.5,110.2,228.6,80.8,314.7,llr_factorized,11
3810,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.5,110.2,229.9,80.8,317.5,llr_factorized,10
3811,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.5,109.5,229.9,79.56,317.5,llr_factorized,9
3812,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.6,111.3,228.8,81.48,315.0,llr_factorized,10
3813,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,110.7,227.5,81.48,314.1,llr_factorized,11
3814,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.6,109.7,230.1,79.93,317.8,llr_factorized,7
3815,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.6,111.1,227.5,81.17,314.1,llr_factorized,11
3816,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,108.8,231.3,78.38,320.6,llr_factorized,8
3817,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,158.6,105.8,235.1,73.12,328.8,llr_factorized,9
3818,jj_l_dR_x_WW_mInv_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,158.6,109.9,230.1,79.62,319.8,llr_factorized,7
3819,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,158.6,112.1,227.5,82.72,312.1,llr_factorized,8
3820,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,109.9,230.1,79.62,315.8,llr_factorized,8
3821,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,111.8,227.5,82.72,312.1,llr_factorized,8
3822,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,158.6,112.5,226.3,83.34,309.3,llr_factorized,7
3823,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,158.6,110.3,228.8,80.86,315.0,llr_factorized,11
3824,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,158.6,109.9,230.1,79.62,317.8,llr_factorized,9
3825,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.6,111.4,227.5,82.1,312.1,llr_factorized,12
3826,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,158.6,112.1,227.5,82.72,314.1,llr_factorized,9
3827,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,110.3,228.8,80.86,315.0,llr_factorized,9
3828,jj_l_dR_x_WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.6,112.2,226.3,83.34,309.3,llr_factorized,9
3829,jj_l_dR_x_WW_mInv_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,110.7,228.8,81.48,315.0,llr_factorized,8
3830,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,158.6,112.5,226.3,83.34,309.3,llr_factorized,9
3831,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,158.6,109.2,231.3,79.0,322.5,llr_factorized,8
3832,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.6,111.7,227.5,82.1,312.1,llr_factorized,10
3833,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_llr,158.6,109.2,231.3,79.0,322.5,llr_factorized,7
3834,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.6,111.7,227.5,82.1,312.1,llr_factorized,8
3835,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.6,106.1,235.1,74.05,328.8,llr_factorized,9
3836,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_llr,158.6,111.2,228.8,81.79,315.0,llr_factorized,6
3837,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,158.6,110.7,228.8,81.48,315.0,llr_factorized,7
3838,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.6,111.5,227.5,82.72,312.1,llr_factorized,8
3839,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,158.6,110.9,228.8,81.79,315.0,llr_factorized,11
3840,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,158.8,112.2,226.5,82.82,309.7,llr_factorized,8
3841,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,158.8,110.3,229.1,79.72,315.3,llr_factorized,10
3842,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.8,109.6,231.0,79.1,320.5,llr_factorized,13
3843,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,158.8,112.2,226.5,82.82,311.7,llr_factorized,8
3844,WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.8,112.2,227.7,82.79,312.4,llr_factorized,7
3845,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.8,111.0,229.0,80.93,313.2,llr_factorized,9
3846,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.8,110.5,230.3,80.96,318.2,llr_factorized,11
3847,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,158.8,112.6,226.5,83.44,309.7,llr_factorized,9
3848,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,158.8,110.1,230.3,80.34,318.2,llr_factorized,11
3849,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,158.8,110.3,230.3,79.69,320.0,llr_factorized,10
3850,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,158.8,111.8,227.8,82.2,312.5,llr_factorized,7
3851,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,158.8,111.6,227.8,82.82,312.5,llr_factorized,8
3852,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,158.8,111.0,229.0,80.93,315.2,llr_factorized,9
