llr_name,mu_value,llr_type,n_variables
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_trijet_pt_x_trijet_bijet_dR_llr,281.25,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_bijet_dR_llr,281.25,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,281.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_llr,281.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_rat_llr,281.25,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,281.25,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,281.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,281.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,281.25,from_multivar,8
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_llr,281.5,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.5,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,281.625,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.625,from_multivar,8
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_llr,281.625,from_multivar,4
bjets_dR_x_bjets_pt_bb_x_trijet_pt_llr,281.75,from_multivar,3
bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.8125,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.8125,from_multivar,10
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.8125,from_multivar,10
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,281.8125,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_trijet_bijet_dR_llr,281.875,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,281.875,from_multivar,10
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,281.875,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,281.875,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,281.9375,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,282.0,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.0,from_multivar,9
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.25,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.25,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.25,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,282.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,282.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,282.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,282.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,282.25,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,282.25,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,282.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,282.25,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_blnu_pt_llr,282.25,from_multivar,3
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_x_trijet_bijet_dR_llr,282.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_bijet_dR_llr,282.25,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_rat_llr,282.5,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,282.5,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,282.5,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,282.625,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,282.625,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,282.625,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_bijet_dR_llr,282.625,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,282.625,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.625,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.75,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.75,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,282.8125,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.8125,from_multivar,9
bjets_mbb_x_bjets_pt_bb_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.9375,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,282.9688,from_multivar,6
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,283.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,283.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,283.25,from_multivar,10
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.25,from_multivar,10
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,283.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,283.25,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_llr,283.5,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,283.5,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.5,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,283.625,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.625,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.625,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,283.625,from_multivar,8
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,283.625,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.625,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,283.625,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_llr,283.75,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.75,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,283.8125,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,283.8125,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,283.875,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,283.875,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,283.9375,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.0,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,284.25,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,284.25,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,284.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,284.25,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_llr,284.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.25,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,284.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_llr,284.25,from_multivar,6
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,284.25,from_multivar,6
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_llr,284.25,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,284.25,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,284.5,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,284.625,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_llr,284.625,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.75,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.75,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.8125,from_multivar,11
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,284.8125,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,284.875,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.875,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,284.875,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,284.875,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_rat_llr,284.9688,from_multivar,5
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,285.25,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,285.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,285.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,285.25,from_multivar,9
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,285.25,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_llr,285.25,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_llr,285.25,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,285.25,from_multivar,9
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_llr,285.5,from_multivar,4
bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_llr,285.5,from_multivar,4
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,285.5,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,285.625,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,285.625,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,285.625,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,285.75,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_llr,285.75,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,285.8125,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,285.9375,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,286.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,286.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,286.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,286.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.25,from_multivar,10
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,286.25,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_llr,286.25,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,286.25,from_multivar,5
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_llr,286.25,from_multivar,4
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,286.25,from_multivar,6
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,286.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.5,from_multivar,8
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,286.5,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,286.5,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,286.625,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,286.625,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_bijet_dR_llr,286.625,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.625,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.625,from_multivar,6
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,286.75,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,286.875,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,287.0,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,287.25,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,287.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,287.25,from_multivar,9
bjets_mbb_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,287.25,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_trijet_pt_llr,287.25,from_multivar,4
bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,287.25,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_rat_llr,287.25,from_multivar,4
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_llr,287.25,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,287.5,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,287.625,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,287.625,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,287.625,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,287.625,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,287.625,from_multivar,9
bjets_dR_x_bjets_pt_bb_x_trijet_mInv_x_trijet_pt_llr,287.625,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_trijet_pt_rat_llr,287.625,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_bijet_dR_llr,287.625,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,287.625,from_multivar,7
