llr_name,mu_value,llr_type,n_variables
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,340.9375,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,341.0,from_multivar,8
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_llr,341.25,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,341.25,from_multivar,5
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_llr,341.25,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,341.25,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,341.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,341.625,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_trijet_pt_rat_x_trijet_bijet_dR_llr,341.75,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,341.875,from_multivar,7
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,342.0,from_multivar,6
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,342.0,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,342.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,342.25,from_multivar,11
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,342.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_trijet_pt_rat_llr,342.25,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,342.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,342.5,from_multivar,8
lep0_pt_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_llr,342.625,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_trijet_pt_llr,342.875,from_multivar,3
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_llr,342.875,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_trijet_pt_llr,342.9375,from_multivar,3
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,343.0,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,343.0,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet1_pt_llr,343.0,from_multivar,3
bjets_dR_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,343.25,from_multivar,8
bjets_pt_bb_x_trijet_mInv_x_trijet_pt_llr,343.25,from_multivar,3
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_bijet_dR_llr,343.25,from_multivar,7
lep0_pt_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_llr,343.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,343.25,from_multivar,8
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_llr,343.25,from_multivar,5
bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,343.5,from_multivar,4
bjets_dR_x_bjets_pt_bb_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,343.5,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,344.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,344.625,from_multivar,9
bjets_mbb_x_bjets_dR_x_bjets_pt_bb_x_bjet0_pt_llr,344.625,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,344.75,from_multivar,8
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,344.875,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,344.9688,from_multivar,7
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_pt_rat_llr,345.25,from_multivar,4
bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,345.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,345.25,from_multivar,10
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,345.25,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,345.25,from_multivar,6
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,345.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_llr,345.25,from_multivar,5
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,345.25,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,345.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,345.25,from_multivar,8
bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,345.625,from_multivar,6
bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,345.75,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,345.75,from_multivar,5
bjets_pt_bb_x_blnu_mT_x_blnu_pt_llr,345.875,from_multivar,3
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_trijet_bijet_dR_llr,346.0,from_multivar,5
bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,346.25,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,346.5,from_multivar,6
bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,346.5,from_multivar,5
bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,346.625,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,346.625,from_multivar,7
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_llr,346.875,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,346.9375,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_llr,346.9375,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_trijet_pt_llr,346.9688,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,347.0,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,347.25,from_multivar,8
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,347.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,347.625,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_llr,347.625,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,347.625,from_multivar,6
bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,347.75,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,347.875,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_trijet_pt_llr,347.9375,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,347.9375,from_multivar,7
bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,348.0,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,348.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,348.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,348.25,from_multivar,5
bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,348.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,348.5,from_multivar,8
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,348.625,from_multivar,6
bjets_mbb_x_bjets_dR_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,348.625,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,348.75,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,348.875,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,348.9375,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,348.9688,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_llr,349.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,349.25,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,349.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_llr,349.25,from_multivar,6
bjets_mbb_x_bjets_dR_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,349.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,349.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,349.5,from_multivar,6
bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,349.875,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,349.875,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,349.9375,from_multivar,7
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,349.9375,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_pt_llr,350.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,350.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,350.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,350.25,from_multivar,5
bjets_pt_bb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,350.625,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_llr,350.625,from_multivar,4
bjets_mbb_x_bjets_dR_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,350.625,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,350.875,from_multivar,7
bjets_pt_bb_x_blnu_pt_x_trijet_pt_rat_llr,350.9375,from_multivar,3
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,351.0,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_trijet_mInv_x_trijet_pt_llr,351.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_dR_x_trijet_pt_x_trijet_bijet_dR_llr,351.25,from_multivar,5
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_llr,351.625,from_multivar,5
bjets_mbb_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,351.625,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,351.75,from_multivar,8
bjets_mbb_x_bjets_dR_x_blnu_mT_llr,351.75,from_multivar,3
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,351.75,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_llr,351.875,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,351.875,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,351.9375,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,352.0,from_multivar,8
bjets_pt_bb_x_blnu_pt_llr,352.0,from_multivar,2
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_llr,352.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,352.25,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,352.25,from_multivar,9
bjets_mbb_x_bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,352.5,from_multivar,6
bjets_dR_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,352.5,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,352.625,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,352.625,from_multivar,7
bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,352.625,from_multivar,5
bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_pt_llr,352.625,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,352.75,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_trijet_pt_x_trijet_bijet_dR_llr,352.9375,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,353.25,from_multivar,9
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_llr,353.25,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,353.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,353.25,from_multivar,7
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,353.25,from_multivar,5
bjets_dR_x_bjets_pt_bb_x_bjet0_pt_x_trijet_bijet_dR_llr,353.625,from_multivar,4
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,353.625,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_llr,353.625,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,353.9375,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,353.9375,from_multivar,6
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,354.0,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,354.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,354.25,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_blnu_pt_x_trijet_pt_rat_llr,354.25,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_blnu_pt_x_trijet_mInv_llr,354.25,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_blnu_pt_llr,354.25,from_multivar,3
bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,354.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_llr,354.25,from_multivar,5
bjets_dR_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,354.25,from_multivar,5
bjets_mbb_x_bjet0_pt_x_trijet_pt_rat_llr,354.25,from_multivar,3
bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_llr,354.625,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_llr,354.75,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet0_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,354.75,from_multivar,5
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,354.75,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,354.8125,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_llr,354.9375,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_blnu_pt_llr,354.9375,from_multivar,3
bjets_pt_bb_x_blnu_pt_x_trijet_mInv_llr,355.25,from_multivar,3
lep0_pt_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,355.25,from_multivar,5
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,355.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,355.25,from_multivar,6
lep0_pt_x_bjets_dR_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,355.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,355.5,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,355.625,from_multivar,5
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,355.625,from_multivar,5
bjets_pt_bb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,355.625,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,355.625,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,355.75,from_multivar,6
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,355.75,from_multivar,7
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_pt_llr,355.75,from_multivar,4
lep0_pt_x_bjets_dR_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,355.9375,from_multivar,6
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_llr,355.9375,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_llr,356.0,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_llr,356.0,from_multivar,6
bjets_mbb_x_bjets_dR_x_trijet_pt_x_trijet_pt_rat_llr,356.0,from_multivar,4
bjets_dR_x_bjets_pt_bb_x_trijet_bijet_dR_llr,356.0,from_multivar,3
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,356.25,from_multivar,8
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_llr,356.25,from_multivar,5
bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_llr,356.25,from_multivar,4
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,356.25,from_multivar,5
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,356.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,356.5,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,356.5,from_multivar,6
lep0_pt_x_bjets_dR_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,356.5,from_multivar,6
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,356.625,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,356.75,from_multivar,9
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,356.9375,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,357.0,from_multivar,8
bjets_dR_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,357.0,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,357.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_bijet_dR_llr,357.25,from_multivar,7
bjets_mbb_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,357.25,from_multivar,8
bjets_mbb_x_bjets_dR_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,357.25,from_multivar,5
bjets_mbb_x_bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,357.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjet0_pt_x_trijet_pt_rat_llr,357.25,from_multivar,4
bjets_pt_bb_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,357.25,from_multivar,6
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_blnu_pt_llr,357.25,from_multivar,4
bjets_pt_bb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,357.5,from_multivar,8
